datetime,surge,flood_depth,,time,precip_rate,,time,11
8/26/2011 0:00,0.28670621,0,,8/26/2011 0:00,0,,2011-08-26 0:00:00,5841.200755
8/26/2011 1:00,0.28670621,0,,8/26/2011 1:00,0,,2011-08-26 1:00:00,5832.953355
8/26/2011 2:00,0.28670621,0,,8/26/2011 2:00,0,,2011-08-26 2:00:00,5824.716872
8/26/2011 3:00,0.28670621,0,,8/26/2011 3:00,0,,2011-08-26 3:00:00,5816.498506
8/26/2011 4:00,0.28670621,0,,8/26/2011 4:00,0,,2011-08-26 4:00:00,5808.291057
8/26/2011 5:00,0.28670621,0,,8/26/2011 5:00,0,,2011-08-26 5:00:00,5800.101725
8/26/2011 6:00,0.28670621,0,,8/26/2011 6:00,0,,2011-08-26 6:00:00,5791.941426
8/26/2011 7:00,0.28670621,0,,8/26/2011 7:00,0,,2011-08-26 7:00:00,5783.77021
8/26/2011 8:00,0.28670621,0,,8/26/2011 8:00,0,,2011-08-26 8:00:00,5775.620829
8/26/2011 9:00,0.28670621,0,,8/26/2011 9:00,0,,2011-08-26 9:00:00,5767.489564
8/26/2011 10:00,0.28670621,0,,8/26/2011 10:00,0,,2011-08-26 10:00:00,5759.376415
8/26/2011 11:00,0.28670621,0,,8/26/2011 11:00,0,,2011-08-26 11:00:00,5751.263267
8/26/2011 12:00,0.28670621,0,,8/26/2011 12:00,0,,2011-08-26 12:00:00,5743.161035
8/26/2011 13:00,0.28670621,0,,8/26/2011 13:00,0,,2011-08-26 13:00:00,5735.105954
8/26/2011 14:00,0.28670621,0,,8/26/2011 14:00,0,,2011-08-26 14:00:00,5727.032757
8/26/2011 15:00,0.28670621,0,,8/26/2011 15:00,0,,2011-08-26 15:00:00,5718.995792
8/26/2011 16:00,0.28670621,0,,8/26/2011 16:00,0,,2011-08-26 16:00:00,5710.951628
8/26/2011 17:00,0.28670621,0,,8/26/2011 17:00,0,,2011-08-26 17:00:00,5702.943697
8/26/2011 18:00,0.28670621,0,,8/26/2011 18:00,0,,2011-08-26 18:00:00,5694.946684
8/26/2011 19:00,0.28670621,0,,8/26/2011 19:00,0,,2011-08-26 19:00:00,5686.94967
8/26/2011 20:00,0.28670621,0,,8/26/2011 20:00,0,,2011-08-26 20:00:00,5678.970773
8/26/2011 21:00,0.28670621,0,,8/26/2011 21:00,0,,2011-08-26 21:00:00,5671.002793
8/26/2011 22:00,0.28670621,0,,8/26/2011 22:00,0,,2011-08-26 22:00:00,5663.05293
8/26/2011 23:00,0.28670621,0,,8/26/2011 23:00,0,,2011-08-26 23:00:00,5655.1321
8/27/2011 0:00,0.28670621,0,,8/27/2011 0:00,0,,2011-08-27 0:00:00,5647.193154
8/27/2011 1:00,0.28670621,0,,8/27/2011 1:00,0,,2011-08-27 1:00:00,5639.29044
8/27/2011 2:00,0.28670621,0,,8/27/2011 2:00,0,,2011-08-27 2:00:00,5631.398644
8/27/2011 3:00,0.28670621,0,,8/27/2011 3:00,0,,2011-08-27 3:00:00,5623.517766
8/27/2011 4:00,0.28670621,0,,8/27/2011 4:00,0,,2011-08-27 4:00:00,5615.644086
8/27/2011 5:00,0.28670621,0,,8/27/2011 5:00,0,,2011-08-27 5:00:00,5607.810358
8/27/2011 6:00,0.28670621,0,,8/27/2011 6:00,0,,2011-08-27 6:00:00,5599.965712
8/27/2011 7:00,0.28670621,0,,8/27/2011 7:00,0,,2011-08-27 7:00:00,5592.150099
8/27/2011 8:00,0.28670621,0,,8/27/2011 8:00,0,,2011-08-27 8:00:00,5584.334487
8/27/2011 9:00,0.28670621,0,,8/27/2011 9:00,0,,2011-08-27 9:00:00,5576.529793
8/27/2011 10:00,0.28670621,0,,8/27/2011 10:00,0,,2011-08-27 10:00:00,5568.743214
8/27/2011 11:00,0.28670621,0,,8/27/2011 11:00,0,,2011-08-27 11:00:00,5560.98567
8/27/2011 12:00,0.28670621,0,,8/27/2011 12:00,0,,2011-08-27 12:00:00,5553.228125
8/27/2011 13:00,0.28670621,0,,8/27/2011 13:00,0,,2011-08-27 13:00:00,5545.488697
8/27/2011 14:00,0.28670621,0,,8/27/2011 14:00,0,,2011-08-27 14:00:00,5537.760186
8/27/2011 15:00,0.28670621,0,,8/27/2011 15:00,0,,2011-08-27 15:00:00,5530.031675
8/27/2011 16:00,0.28670621,0,,8/27/2011 16:00,0,,2011-08-27 16:00:00,5522.332198
8/27/2011 17:00,0.28670621,0,,8/27/2011 17:00,0,,2011-08-27 17:00:00,5514.650837
8/27/2011 18:00,0.28670621,0,,8/27/2011 18:00,0,,2011-08-27 18:00:00,5506.969476
8/27/2011 19:00,0.28670621,0,,8/27/2011 19:00,0,,2011-08-27 19:00:00,5499.317149
8/27/2011 20:00,0.28670621,0,,8/27/2011 20:00,0,,2011-08-27 20:00:00,5491.664822
8/27/2011 21:00,0.28670621,0,,8/27/2011 21:00,0,,2011-08-27 21:00:00,5484.023412
8/27/2011 22:00,0.28670621,0,,8/27/2011 22:00,0,,2011-08-27 22:00:00,5476.400119
8/27/2011 23:00,0.28670621,0,,8/27/2011 23:00,0,,2011-08-27 23:00:00,5468.794942
8/28/2011 0:00,0.28670621,0,,8/28/2011 0:00,0,,2011-08-28 0:00:00,5461.200683
